pathway,source,interactiontype,target
Retrograde endocannabinoid signaling,c00025,activation,grm1*grm5
Retrograde endocannabinoid signaling,c00076,activation,prkca*prkcb*prkcg
Retrograde endocannabinoid signaling,grm1*grm5,activation,gnaq
Retrograde endocannabinoid signaling,cnr1,activation,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8
Retrograde endocannabinoid signaling,gnaq,activation,plcb1*plcb2*plcb3*plcb4
Retrograde endocannabinoid signaling,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,activation,kcnj3*kcnj5*kcnj6*kcnj9
Retrograde endocannabinoid signaling,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,inhibition,cacna1a*cacna1b
Retrograde endocannabinoid signaling,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,activation,mapk14*mapk1*mapk3*mapk8*mapk11*mapk9*mapk10*mapk13*mapk12
Retrograde endocannabinoid signaling,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,inhibition,adcy1*adcy2*adcy3*adcy5*adcy6*adcy7*adcy8*adcy9*adcy4
Retrograde endocannabinoid signaling,plcb1*plcb2*plcb3*plcb4,activation,c00165
Retrograde endocannabinoid signaling,adcy1*adcy2*adcy3*adcy5*adcy6*adcy7*adcy8*adcy9*adcy4,activation,c00575
Retrograde endocannabinoid signaling,c00165,activation,prkca*prkcb*prkcg
Retrograde endocannabinoid signaling,c00575,activation,prkaca*prkacb*prkacg
Retrograde endocannabinoid signaling,prkaca*prkacb*prkacg,inhibition,ndufc2-kctd14*hsa:107984365*ndufa11*ndufs7*mt-nd1*mt-nd2*mt-nd3*mt-nd4*mt-nd4l*mt-nd5*mt-nd6*ndufa1*ndufa2*ndufa3*ndufa4*ndufa5*ndufa6*ndufa7*ndufa8*ndufa9*ndufa10*ndufab1*ndufb1*ndufb2*ndufb3*ndufb4*ndufb5*ndufb6*ndufb7*ndufb8*ndufb9*ndufb10*ndufc1*ndufc2*ndufs1*ndufs2*ndufs3*ndufv1*ndufs4*ndufs5*ndufs6*ndufs8*ndufv2*ndufv3*ndufa13*ndufb11*ndufa12*ndufa4l2
Rheumatoid arthritis,tnfsf11,activation,tnfrsf11a
Rheumatoid arthritis,itgal*itgb2,binding/association,icam1
Rheumatoid arthritis,angpt1,binding/association,tek
Rheumatoid arthritis,tlr2*tlr4,activation$indirect effect,fos*jun
Rheumatoid arthritis,cd80*cd86,activation,cd28
Rheumatoid arthritis,vegfa,activation,flt1
Rheumatoid arthritis,cd80*cd86,activation,ctla4
RNA degradation,pan2,binding/association,pan3
RNA degradation,pabpc4l*pabpc5*pabpc1*pabpc1l2a*pabpc3*pabpc1l2b*pabpc1l*pabpc4,binding/association,tob1*tob2*btg3*btg4*btg1*btg2
RNA degradation,pabpc4l*pabpc5*pabpc1*pabpc1l2a*pabpc3*pabpc1l2b*pabpc1l*pabpc4,activation$binding/association,pan3
RNA degradation,pabpc4l*pabpc5*pabpc1*pabpc1l2a*pabpc3*pabpc1l2b*pabpc1l*pabpc4,activation,cnot7*cnot8
Salivary secretion,c00076,activation,calml6*calml5*calm1*calm2*calm3*calml3*calml4
Salivary secretion,c00547,activation,adrb1*adrb2*adrb3
Salivary secretion,c00076,indirect effect,kcnn4
Salivary secretion,c00076,indirect effect,kcnma1
Salivary secretion,c00076,indirect effect,best2
Salivary secretion,c00547,activation,adra1d*adra1b*adra1a
Salivary secretion,c00076,indirect effect,aqp5
Salivary secretion,c01996,activation,chrm3
Salivary secretion,calml6*calml5*calm1*calm2*calm3*calml3*calml4,activation,nos1
Salivary secretion,adrb1*adrb2*adrb3,activation,gnas
Salivary secretion,adra1d*adra1b*adra1a,activation,gnaq
Salivary secretion,aqp5,state change,aqp5
Salivary secretion,chrm3,activation,gnaq
Salivary secretion,nos1,activation,c00533
Salivary secretion,gnas,activation,adcy1*adcy2*adcy3*adcy5*adcy6*adcy7*adcy8*adcy9*adcy4
Salivary secretion,gnaq,activation,plcb1*plcb2*plcb3*plcb4
Salivary secretion,c00533,activation,gucy1a2*gucy1a1*gucy1b1
Salivary secretion,adcy1*adcy2*adcy3*adcy5*adcy6*adcy7*adcy8*adcy9*adcy4,activation,c00575
Salivary secretion,plcb1*plcb2*plcb3*plcb4,activation,c00165
Salivary secretion,plcb1*plcb2*plcb3*plcb4,activation,c01245
Salivary secretion,gucy1a2*gucy1a1*gucy1b1,activation,c00942
Salivary secretion,c00575,activation,prkaca*prkacb*prkacg
Salivary secretion,c00165,activation,prkca*prkcb*prkcg
Salivary secretion,c01245,activation,itpr1*itpr2*itpr3
Salivary secretion,c00942,activation,prkg1*prkg2
Salivary secretion,prkaca*prkacb*prkacg,indirect effect,vamp2
Salivary secretion,prkg1*prkg2,activation,bst1*cd38
Salivary secretion,bst1*cd38,activation,c13050
Salivary secretion,c13050,activation,ryr3
Selenocompound metabolism,sepsecs,compound,sephs2*sephs1
Selenocompound metabolism,sepsecs,compound,pstk
Selenocompound metabolism,mars1*mars2,compound,mtr
Selenocompound metabolism,mars1*mars2,compound,cth
Selenocompound metabolism,mtr,compound,kyat3*kyat1
Selenocompound metabolism,mtr,compound,cth
Selenocompound metabolism,kyat3*kyat1,compound,cth
Selenocompound metabolism,cth,compound,txnrd2*txnrd3*txnrd1
Selenocompound metabolism,txnrd2*txnrd3*txnrd1,compound,cth
Selenocompound metabolism,cth,compound,kyat3*kyat1
Selenocompound metabolism,kyat3*kyat1,compound,txnrd2*txnrd3*txnrd1
Selenocompound metabolism,txnrd2*txnrd3*txnrd1,compound,sephs2*sephs1
Selenocompound metabolism,txnrd2*txnrd3*txnrd1,compound,scly
Selenocompound metabolism,sephs2*sephs1,compound,scly
Serotonergic synapse,c00780,activation,htr4*htr6*htr7
Serotonergic synapse,c00780,activation,htr2a*htr2b*htr2c
Serotonergic synapse,c00780,activation,htr3c*htr3d*htr3e*htr3a*htr3b
Serotonergic synapse,c00780,activation,htr5a
Serotonergic synapse,c00165,activation,prkca*prkcb*prkcg
Serotonergic synapse,c00780,activation,htr1a*htr1b*htr1d*htr1e*htr1f
Serotonergic synapse,c00076,activation,prkca*prkcb*prkcg
Serotonergic synapse,c00076,activation$indirect effect,dusp1
Serotonergic synapse,c00076,activation$indirect effect,hras*kras*nras
Serotonergic synapse,ptgs1*ptgs2,inhibition$indirect effect,adcy5
Serotonergic synapse,c00076,activation,trpc1
Serotonergic synapse,rapgef3,activation,c00575
Serotonergic synapse,htr4*htr6*htr7,activation,gnas
Serotonergic synapse,htr5a,activation,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8
Serotonergic synapse,htr1a*htr1b*htr1d*htr1e*htr1f,activation,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8
Serotonergic synapse,dusp1,inhibition$dephosphorylation,mapk1*mapk3
Serotonergic synapse,hras*kras*nras,activation,araf*raf1*braf
Serotonergic synapse,htr2a*htr2b*htr2c,activation,gnaq
Serotonergic synapse,htr2a*htr2b*htr2c,activation,cacna1c*cacna1d*cacna1f*cacna1s
Serotonergic synapse,c00575,activation,prkaca*prkacb*prkacg
Serotonergic synapse,gnas,activation,adcy5
Serotonergic synapse,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,inhibition,adcy5
Serotonergic synapse,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,activation,kcnj3*kcnj5*kcnj6*kcnj9
Serotonergic synapse,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,inhibition,cacna1a*cacna1b
Serotonergic synapse,gnb5*gnai1*gnai2*gnai3*gnao1*gnb1*gnb2*gnb3*gng3*gng4*gng5*gng7*gng10*gng11*gngt1*gngt2*gng13*gng2*gng12*gnb4*gng8,activation,plcb1*plcb2*plcb3*plcb4
Serotonergic synapse,araf*raf1*braf,activation,map2k1
Serotonergic synapse,gnaq,activation,pla2g4b*pla2g4e*pla2g4f*pla2g4d*pla2g4a*pla2g4c*jmjd7-pla2g4b
Serotonergic synapse,gnaq,activation,plcb1*plcb2*plcb3*plcb4
Serotonergic synapse,map2k1,activation$phosphorylation,mapk1*mapk3
Serotonergic synapse,plcb1*plcb2*plcb3*plcb4,activation,c01245
Serotonergic synapse,mapk1*mapk3,activation,prkca*prkcb*prkcg
Serotonergic synapse,c01245,activation,itpr1*itpr2*itpr3
Serotonergic synapse,prkca*prkcb*prkcg,inhibition,casp3
Signaling pathways regulating pluripotency of stem cells,bmp4,activation,bmpr1a*bmpr1b*bmpr2*acvr1
Signaling pathways regulating pluripotency of stem cells,lif,activation,il6st*lifr
Signaling pathways regulating pluripotency of stem cells,inhba*inhbb*inhbc*inhbe,activation,acvr1c*acvr1b*acvr2a*acvr2b
Signaling pathways regulating pluripotency of stem cells,nodal,activation,acvr1c*acvr1b*acvr2a*acvr2b
Signaling pathways regulating pluripotency of stem cells,fgf2,activation,fgfr1*fgfr3*fgfr2*fgfr4
Signaling pathways regulating pluripotency of stem cells,igf1,activation,igf1r
Signaling pathways regulating pluripotency of stem cells,wnt16*wnt4*wnt1*wnt2*wnt3*wnt5a*wnt6*wnt7a*wnt7b*wnt8a*wnt8b*wnt10b*wnt11*wnt2b*wnt9a*wnt9b*wnt10a*wnt5b*wnt3a,activation,fzd10*fzd2*fzd5*fzd3*fzd1*fzd4*fzd6*fzd7*fzd8*fzd9
Signaling pathways regulating pluripotency of stem cells,il6st*lifr,activation,grb2
Signaling pathways regulating pluripotency of stem cells,il6st*lifr,activation,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3
Signaling pathways regulating pluripotency of stem cells,il6st*lifr,activation,jak1*jak2*jak3
Signaling pathways regulating pluripotency of stem cells,fgfr1*fgfr3*fgfr2*fgfr4,activation,hras*kras*nras
Signaling pathways regulating pluripotency of stem cells,fgfr1*fgfr3*fgfr2*fgfr4,activation,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3
Signaling pathways regulating pluripotency of stem cells,igf1r,activation,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3
Signaling pathways regulating pluripotency of stem cells,acvr1c*acvr1b*acvr2a*acvr2b,activation,smad2*smad3
Signaling pathways regulating pluripotency of stem cells,fzd10*fzd2*fzd5*fzd3*fzd1*fzd4*fzd6*fzd7*fzd8*fzd9,activation,dvl1*dvl2*dvl3
Signaling pathways regulating pluripotency of stem cells,bmpr1a*bmpr1b*bmpr2*acvr1,activation,smad1*smad5*smad9
Signaling pathways regulating pluripotency of stem cells,bmpr1a*bmpr1b*bmpr2*acvr1,inhibition$indirect effect,mapk1*mapk3
Signaling pathways regulating pluripotency of stem cells,bmpr1a*bmpr1b*bmpr2*acvr1,inhibition$indirect effect,mapk14*mapk11*mapk13*mapk12
Signaling pathways regulating pluripotency of stem cells,grb2,activation$indirect effect,map2k1*map2k2
Signaling pathways regulating pluripotency of stem cells,jak1*jak2*jak3,activation,stat3
Signaling pathways regulating pluripotency of stem cells,hras*kras*nras,activation,raf1
Signaling pathways regulating pluripotency of stem cells,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3,activation$indirect effect,akt3*akt1*akt2
Signaling pathways regulating pluripotency of stem cells,smad2*smad3,binding/association,smad4
Signaling pathways regulating pluripotency of stem cells,dvl1*dvl2*dvl3,inhibition,gsk3b
Signaling pathways regulating pluripotency of stem cells,smad1*smad5*smad9,binding/association,smad4
Signaling pathways regulating pluripotency of stem cells,smad1*smad5*smad9,expression,dusp9
Signaling pathways regulating pluripotency of stem cells,smad1*smad5*smad9,expression,id1*id2*id3*id4
Signaling pathways regulating pluripotency of stem cells,stat3,expression,klf4
Signaling pathways regulating pluripotency of stem cells,stat3,expression,myc
Signaling pathways regulating pluripotency of stem cells,raf1,activation$phosphorylation,map2k1*map2k2
Signaling pathways regulating pluripotency of stem cells,gsk3b,inhibition$phosphorylation,myc
Signaling pathways regulating pluripotency of stem cells,gsk3b,inhibition$phosphorylation,ctnnb1
Signaling pathways regulating pluripotency of stem cells,dusp9,inhibition,mapk1*mapk3
Signaling pathways regulating pluripotency of stem cells,klf4,expression,sox2
Signaling pathways regulating pluripotency of stem cells,map2k1*map2k2,activation$phosphorylation,mapk1*mapk3
Signaling pathways regulating pluripotency of stem cells,ctnnb1,inhibition,tcf3
Signaling pathways regulating pluripotency of stem cells,axin1*axin2*apc2*apc*ctnnb1,activation,tcf7
Signaling pathways regulating pluripotency of stem cells,mapk1*mapk3,inhibition,tbx3
Signaling pathways regulating pluripotency of stem cells,tcf3,repression,esrrb
Signaling pathways regulating pluripotency of stem cells,tbx3,expression,nanogp8*nanog
Signaling pathways regulating pluripotency of stem cells,nanogp8*nanog,expression,pou5f1*pou5f1b
Signaling pathways regulating pluripotency of stem cells,pou5f1*pou5f1b,expression,sox2
Signaling pathways regulating pluripotency of stem cells,sox2,expression,nanogp8*nanog
SNARE interactions in vesicular transport,vamp4,activation,stx6*vti1b*vti1a*stx16
SNARE interactions in vesicular transport,vamp1*vamp2*vamp3,activation,snap23*stx1b*stx2*stx1a*stx3*stx4
SNARE interactions in vesicular transport,ykt6,activation,vti1b*vti1a*stx8*stx7
SNARE interactions in vesicular transport,bet1*bet1l,activation,stx5*sec22b*gosr2
SNARE interactions in vesicular transport,vamp4,activation,snap23*stx1b*stx2*stx1a*stx3*stx4
SNARE interactions in vesicular transport,sec22b,activation,use1*bnip1*stx18
Sphingolipid signaling pathway,c00195,activation,ctsd
Sphingolipid signaling pathway,c00195,activation,map3k5
Sphingolipid signaling pathway,c06124,activation,s1pr5
Sphingolipid signaling pathway,c16845,activation$indirect effect,smpd1
Sphingolipid signaling pathway,c00212,activation,adora1*adora3*oprd1*bdkrb2
Sphingolipid signaling pathway,c00195,activation,prkcz
Sphingolipid signaling pathway,c00195,activation,ppp2r3b*ppp2r3c*ppp2ca*ppp2cb*ppp2r1a*ppp2r1b*ppp2r2a*ppp2r2b*ppp2r2c*ppp2r3a*ppp2r5a*ppp2r5b*ppp2r5c*ppp2r5d*ppp2r5e*ppp2r2d
Sphingolipid signaling pathway,fcer1a*ms4a2*fcer1g,binding/association,fyn
Sphingolipid signaling pathway,kng1,activation,adora1*adora3*oprd1*bdkrb2
Sphingolipid signaling pathway,c06124,activation,s1pr1
Sphingolipid signaling pathway,c06124,activation,s1pr2
Sphingolipid signaling pathway,tnf,activation,tnfrsf1a
Sphingolipid signaling pathway,c06124,activation,s1pr3
Sphingolipid signaling pathway,c06124,activation,s1pr4
Sphingolipid signaling pathway,ctsd,activation$indirect effect,bid
Sphingolipid signaling pathway,map3k5,activation,mapk8*mapk9*mapk10
Sphingolipid signaling pathway,map3k5,activation,mapk14*mapk11*mapk13*mapk12
Sphingolipid signaling pathway,s1pr5,activation,gnai1*gnai2*gnai3
Sphingolipid signaling pathway,s1pr5,activation,gna13*gna12
Sphingolipid signaling pathway,prkcz,inhibition,akt3*akt1*akt2
Sphingolipid signaling pathway,ppp2r3b*ppp2r3c*ppp2ca*ppp2cb*ppp2r1a*ppp2r1b*ppp2r2a*ppp2r2b*ppp2r2c*ppp2r3a*ppp2r5a*ppp2r5b*ppp2r5c*ppp2r5d*ppp2r5e*ppp2r2d,inhibition$dephosphorylation,akt3*akt1*akt2
Sphingolipid signaling pathway,ppp2r3b*ppp2r3c*ppp2ca*ppp2cb*ppp2r1a*ppp2r1b*ppp2r2a*ppp2r2b*ppp2r2c*ppp2r3a*ppp2r5a*ppp2r5b*ppp2r5c*ppp2r5d*ppp2r5e*ppp2r2d,inhibition$dephosphorylation,bcl2
Sphingolipid signaling pathway,fyn,activation,gab2
Sphingolipid signaling pathway,adora1*adora3*oprd1*bdkrb2,activation,gnai1*gnai2*gnai3
Sphingolipid signaling pathway,s1pr1,activation,gnai1*gnai2*gnai3
Sphingolipid signaling pathway,s1pr2,activation,gnai1*gnai2*gnai3
Sphingolipid signaling pathway,s1pr2,activation,gna13*gna12
Sphingolipid signaling pathway,s1pr2,activation,gnaq
Sphingolipid signaling pathway,tnfrsf1a,activation,nsmaf
Sphingolipid signaling pathway,tnfrsf1a,activation,tradd
Sphingolipid signaling pathway,s1pr3,activation,gnai1*gnai2*gnai3
Sphingolipid signaling pathway,s1pr3,activation,gnaq
Sphingolipid signaling pathway,s1pr3,activation,gna13*gna12
Sphingolipid signaling pathway,s1pr4,activation,gna13*gna12
Sphingolipid signaling pathway,s1pr4,activation,gnai1*gnai2*gnai3
Sphingolipid signaling pathway,bid,activation,bax
Sphingolipid signaling pathway,mapk8*mapk9*mapk10,activation$indirect effect,bax
Sphingolipid signaling pathway,mapk14*mapk11*mapk13*mapk12,inhibition,akt3*akt1*akt2
Sphingolipid signaling pathway,mapk14*mapk11*mapk13*mapk12,activation$indirect effect,bax
Sphingolipid signaling pathway,gab2,activation,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3
Sphingolipid signaling pathway,nsmaf,activation,smpd2
Sphingolipid signaling pathway,tradd,activation,traf2
Sphingolipid signaling pathway,gnaq,activation,plcb1*plcb2*plcb3*plcb4
Sphingolipid signaling pathway,gna13*gna12,activation,rhoa
Sphingolipid signaling pathway,gnai1*gnai2*gnai3,activation,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3
Sphingolipid signaling pathway,gnai1*gnai2*gnai3,activation,hras*kras*nras
Sphingolipid signaling pathway,gnai1*gnai2*gnai3,activation,plcb1*plcb2*plcb3*plcb4
Sphingolipid signaling pathway,traf2,activation$indirect effect,sphk2*sphk1
Sphingolipid signaling pathway,rhoa,activation,rock1*rock2
Sphingolipid signaling pathway,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3,activation,c05981
Sphingolipid signaling pathway,p3r3urf-pik3r3*pik3ca*pik3cb*pik3cd*pik3r1*pik3r2*pik3r3,activation,rac1*rac2*rac3
Sphingolipid signaling pathway,hras*kras*nras,activation,raf1
Sphingolipid signaling pathway,plcb1*plcb2*plcb3*plcb4,activation,c00165
Sphingolipid signaling pathway,plcb1*plcb2*plcb3*plcb4,activation$indirect effect,prkce
Sphingolipid signaling pathway,plcb1*plcb2*plcb3*plcb4,activation,c01245
Sphingolipid signaling pathway,rock1*rock2,activation,pten
Sphingolipid signaling pathway,rock1*rock2,activation,nfkb1*rela
Sphingolipid signaling pathway,c05981,activation,pld1*pld2
Sphingolipid signaling pathway,c05981,activation,pdpk1
Sphingolipid signaling pathway,raf1,activation$phosphorylation,map2k1*map2k2
Sphingolipid signaling pathway,c00165,activation,prkca*prkcb*prkcg
Sphingolipid signaling pathway,prkce,activation,sphk2*sphk1
Sphingolipid signaling pathway,pld1*pld2,activation,sphk2*sphk1
Sphingolipid signaling pathway,pdpk1,activation,akt3*akt1*akt2
Sphingolipid signaling pathway,map2k1*map2k2,activation$phosphorylation,mapk1*mapk3
Sphingolipid signaling pathway,akt3*akt1*akt2,activation$phosphorylation,nos3
Sphingolipid signaling pathway,akt3*akt1*akt2,activation,bcl2
Sphingolipid signaling pathway,mapk1*mapk3,activation,sphk2*sphk1
Sphingolipid signaling pathway,nos3,activation,c00533
Sphingolipid signaling pathway,bcl2,binding/association,tp53
Staphylococcus aureus infection,icam1,binding/association,itgb2*itgal*itgam
Staphylococcus aureus infection,selp,binding/association,selplg
Staphylococcus aureus infection,ptafr,activation$indirect effect,il10
Staphylococcus aureus infection,cfd,binding/association,cfb*c3
Staphylococcus aureus infection,mbl2,binding/association,masp2*masp1
Staphylococcus aureus infection,plg,inhibition,hsa:102723407
Staphylococcus aureus infection,plg,inhibition,c3
Staphylococcus aureus infection,cfi,inhibition,c3
Staphylococcus aureus infection,cfh,inhibition,cfb*c3
Staphylococcus aureus infection,masp2*masp1,activation,c4b_2*hsa:110384692*c4a*c4b
Staphylococcus aureus infection,hsa:102723407,activation,c1s*c1qa*c1qb*c1qc*c1r
Staphylococcus aureus infection,hsa:102723407,activation,fcar
Staphylococcus aureus infection,hsa:102723407,activation,fcgr1a*fcgr2a*fcgr2b*fcgr3a*fcgr3b*fcgr2c
Staphylococcus aureus infection,c1s*c1qa*c1qb*c1qc*c1r,activation,c4b_2*hsa:110384692*c4a*c4b
Staphylococcus aureus infection,c4b_2*hsa:110384692*c4a*c4b*c2,activation,c3
Staphylococcus aureus infection,c3,activation,c5
Staphylococcus aureus infection,c3,activation,c3ar1
Staphylococcus aureus infection,c5,activation,c5ar1
Sulfur relay system,nfs1,activation,mocs3
Sulfur relay system,urm1,activation,mocs3
Sulfur relay system,ctu1,activation,ctu2
Sulfur relay system,nfs1,activation,mpst*tst
Sulfur relay system,mocs2,binding/association,mocs3
Sulfur relay system,mpst*tst,activation,mocs3
Synaptic vesicle cycle,clta*cltb*cltc*cltcl1,binding/association,ap2m1*ap2s1*ap2a1*ap2a2*ap2b1
Synaptic vesicle cycle,rab3a,binding/association,rims1
Synaptic vesicle cycle,c00076,binding/association,syt1
Synaptic vesicle cycle,stxbp1,binding/association,stx1b*stx2*stx1a*stx3
Synaptic vesicle cycle,stx1b*stx2*stx1a*stx3,binding/association,vamp2
Synaptic vesicle cycle,vamp2,binding/association,stx1b*stx2*stx1a*stx3
Synaptic vesicle cycle,stx1b*stx2*stx1a*stx3,binding/association,snap25
Systemic lupus erythematosus,hsa:102723407,activation,fcgr1a*fcgr2a*fcgr3a*fcgr3b
Systemic lupus erythematosus,hsa:102723407,activation,c1qa*c1qb*c1qc*c1r*c1s
Systemic lupus erythematosus,cd80*cd86,activation,cd28
Systemic lupus erythematosus,cd40lg,activation,cd40
Systemic lupus erythematosus,c1qa*c1qb*c1qc*c1r*c1s,activation,c4b_2*hsa:110384692*c4a*c4b*c2
Systemic lupus erythematosus,c4b_2*hsa:110384692*c4a*c4b*c2,activation,c3
Taste transduction,scn2a*scn3a*scn9a,activation,calhm1
Taste transduction,c00025,activation,tas1r1*tas1r3
Taste transduction,c00002,activation,p2rx2
Taste transduction,c01996,activation,chrm3
Taste transduction,c12284*dr:d08836*c19378*c11045,activation,tas1r3*tas1r2
Taste transduction,c00076,activation,trpm5
Taste transduction,c01327,activation,pkd2l1*pkd1l3
Taste transduction,c00144,activation,tas1r1*tas1r3
Taste transduction,c00089*c00095*c00031*c00208,activation,tas1r3*tas1r2
Taste transduction,c00158,activation,pkd2l1*pkd1l3
Taste transduction,c00002,activation,p2ry1
Taste transduction,c00002,activation,p2ry4
Taste transduction,c00334,activation,gabbr1*gabbr2
Taste transduction,c00130,activation,tas1r1*tas1r3
Taste transduction,c00334,activation,gabra1*gabra2*gabra3*gabra4*gabra5*gabra6
Taste transduction,c00780,activation$binding/association,htr3c*htr3d*htr3e*htr3a*htr3b
Taste transduction,c00780,activation,htr1a*htr1b*htr1d*htr1e*htr1f
Taste transduction,c00002,activation,p2rx3
Taste transduction,c00144,activation,grm1*grm4
Taste transduction,c00130,activation,grm1*grm4
Taste transduction,c02265*c00133*c00740,activation,tas1r3*tas1r2
Taste transduction,adcy6*adcy8*adcy4,activation,c00575
Taste transduction,c00025,activation,grm1*grm4
Taste transduction,c00149,activation,pkd2l1*pkd1l3
Taste transduction,chrm3,activation$indirect effect,calhm1
Taste transduction,tas1r1,binding/association,tas1r3
Taste transduction,tas1r2,binding/association,tas1r3
Taste transduction,c00575,activation,prkaca*prkacb*prkacg
Taste transduction,pkd1l3,binding/association,pkd2l1
Taste transduction,tas1r3*tas1r2,activation,gnb3*gnat3*gng13
Taste transduction,tas1r1*tas1r3,activation,gnb3*gnat3*gng13
Taste transduction,gnb3*gnat3*gng13,activation,pde1a*pde1c*pde1b
Taste transduction,gnb3*gnat3*gng13,activation,plcb1*plcb2*plcb3*plcb4
Taste transduction,plcb1*plcb2*plcb3*plcb4,activation,c01245
Taste transduction,c01245,activation,itpr3
Th1 and Th2 cell differentiation,jag1*jag2,activation,notch1*notch2
Th1 and Th2 cell differentiation,dll3*dll1*dll4,activation,notch3
Th1 and Th2 cell differentiation,c00076,activation,ppp3ca*ppp3cb*ppp3cc*ppp3r1*ppp3r2
Th1 and Th2 cell differentiation,mapk8*mapk9*mapk10,activation$phosphorylation,jun
Th1 and Th2 cell differentiation,il12a*il12b,activation,il12rb1*il12rb2
Th1 and Th2 cell differentiation,mapk1*mapk3,activation$phosphorylation,fos
Th1 and Th2 cell differentiation,mapk14*mapk11*mapk13*mapk12,activation$phosphorylation,jun
Th1 and Th2 cell differentiation,cd4,binding/association,lck
Th1 and Th2 cell differentiation,hla-dma*hla-dmb*hla-doa*hla-dob*hla-dpa1*hla-dpb1*hla-dqa1*hla-dqa2*hla-dqb1*hla-dra*hla-drb1*hla-drb3*hla-drb4*hla-drb5,activation,cd247
Th1 and Th2 cell differentiation,notch1*notch2,activation,maml3*maml2*maml1*rbpjl*rbpj
Th1 and Th2 cell differentiation,notch3,activation,nfkb1*rela
Th1 and Th2 cell differentiation,notch3,activation,maml3*maml2*maml1*rbpjl*rbpj
Th1 and Th2 cell differentiation,ppp3ca*ppp3cb*ppp3cc*ppp3r1*ppp3r2,activation$dephosphorylation,nfatc1*nfatc2*nfatc3
Th1 and Th2 cell differentiation,fos,expression,tbx21
Th1 and Th2 cell differentiation,fos,expression,il2
Th1 and Th2 cell differentiation,fos,expression,il5
Th1 and Th2 cell differentiation,fos,expression,ifng
Th1 and Th2 cell differentiation,fos,expression,il12rb1*il12rb2
Th1 and Th2 cell differentiation,fos,expression,il13
Th1 and Th2 cell differentiation,fos,expression,gata3
Th1 and Th2 cell differentiation,fos,expression,il4
Th1 and Th2 cell differentiation,fos,expression,il4r
Th1 and Th2 cell differentiation,fos,expression,il2ra
Th1 and Th2 cell differentiation,jun,expression,gata3
Th1 and Th2 cell differentiation,jun,expression,il13
Th1 and Th2 cell differentiation,jun,expression,il5
Th1 and Th2 cell differentiation,jun,expression,il2
Th1 and Th2 cell differentiation,jun,expression,il4
Th1 and Th2 cell differentiation,jun,expression,tbx21
Th1 and Th2 cell differentiation,jun,expression,il4r
Th1 and Th2 cell differentiation,jun,expression,il12rb1*il12rb2
Th1 and Th2 cell differentiation,jun,expression,il2ra
Th1 and Th2 cell differentiation,jun,expression,ifng
Th1 and Th2 cell differentiation,lck,activation,zap70
Th1 and Th2 cell differentiation,cd247*cd247,binding/association,zap70
Th1 and Th2 cell differentiation,nfkb1*rela,expression,il13
Th1 and Th2 cell differentiation,nfkb1*rela,expression,il5
Th1 and Th2 cell differentiation,nfkb1*rela,expression,il2
