pathway,source,interactiontype,target
NSalmonella infection,TNFSF10,activation,TNFRSF10B*TNFRSF10A
NSalmonella infection,RAB7B*RAB7A,binding/association,FYCO1
NSalmonella infection,RHOB*RHOH,activation$indirect effect,AKT3*AKT1*AKT2
NSalmonella infection,FYCO1,binding/association,KLC3*KIF5A*KIF5B*KIF5C*KLC1*KLC2*KLC4
NSalmonella infection,RRAS,activation$indirect effect,AKT3*AKT1*AKT2
NSalmonella infection,KLC3*KIF5A*KIF5B*KIF5C*KLC1*KLC2*KLC4,binding/association,TUBA1B*TUBA3E*TUBA3D*TUBA8*TUBA4A*TUBA3C*TUBA1A*TUBAL3*TUBA1C*TUBB3*TUBB4A*TUBB4B*hsa:124908013*hsa:124908015*hsa:124908041*TUBB*TUBB8B*TUBB8*TUBB2B*TUBB2A*TUBB1*TUBB6
NSalmonella infection,AKT3*AKT1*AKT2,inhibition$indirect effect,CASP3
NSalmonella infection,ARL8A*ARL8B,binding/association,PLEKHM2
NSalmonella infection,TRAF6,inhibition$indirect effect,BCL2
NSalmonella infection,PLEKHM2,activation,KLC3*KIF5A*KIF5B*KIF5C*KLC1*KLC2*KLC4
NSalmonella infection,TRAF6,activation$indirect effect,BAK1*BAX
NSalmonella infection,BAK1*BAX,activation$indirect effect,CYCS
NSalmonella infection,GAPDH,activation,TRAF2*RIPK1*BIRC2*BIRC3*TRADD
NSalmonella infection,NAIP,activation,NLRC4
NSalmonella infection,NLRC4,activation,PYCARD*CASP1
NShigellosis,RIPK2,activation$phosphorylation,CHUK*IKBKB
NShigellosis,MAP3K7*TAB1*TAB2*TAB3,activation$phosphorylation,CHUK*IKBKB
NShigellosis,RIPK2,activation$indirect,MAPK8*MAPK9*MAPK10
NShigellosis,MAPK8*MAPK9*MAPK10,activation$phosphorylation,JUN
NShigellosis,CGAS,compound$activation,STING1
NShigellosis,ARF1,activation,STING1
NShigellosis,STING1,activation,TBK1
NShigellosis,TBK1,activation,IRF3
NShigellosis,MYD88,activation$indirect,TBK1
NShigellosis,IL1B,activation,IL1R1
NShigellosis,IRF3,expression,IFNB1
NShigellosis,U2AF1L5*U2AF1L4*U2AF1,expression,CXCL8
NShigellosis,U2AF1L5*U2AF1L4*U2AF1,expression,CCL5
NShigellosis,CD14,activation,TLR4
NShigellosis,U2AF1L5*U2AF1L4*U2AF1,expression,CSF2
NShigellosis,IL1R1,activation$indirect,TRAF6
NShigellosis,U2AF1L5*U2AF1L4*U2AF1,expression,IL1B
NShigellosis,TLR4,activation$indirect,TRAF6
NShigellosis,MAPK1*MAPK3,activation$phosphorylation,RPS6KA5
NShigellosis,TLR5,activation$indirect,TRAF6
NShigellosis,RPS6KA5,activation$phosphorylation,H3C14*H3-3A*H3-3B*H3C15*H3-5*H3C13*H3-4*H3C1*H3C4*H3C3*H3C6*H3C11*H3C8*H3C12*H3C10*H3C2*H3C7
NShigellosis,TRAF6,activation,MAP3K7*TAB1*TAB2*TAB3
NShigellosis,RPS6KA5,activation$phosphorylation,CBX3
NShigellosis,TNF,activation,TNFRSF1A
NShigellosis,H3C14*H3-3A*H3-3B*H3C15*H3-5*H3C13*H3-4*H3C1*H3C4*H3C3*H3C6*H3C11*H3C8*H3C12*H3C10*H3C2*H3C7,expression,CXCL8
NShigellosis,TNFRSF1A,activation,TRADD*RIPK1*TRAF2*TRAF5
NShigellosis,CBX3,expression,CXCL8
NShigellosis,RRAGB*RRAGA*RRAGD*RRAGC,activation,MTOR*RPTOR*AKT1S1
NShigellosis,TRADD*RIPK1*TRAF2*TRAF5,activation,MAP3K7*TAB1*TAB2*TAB3
NShigellosis,ATG16L1*ATG12*ATG5,activation,hsa:392288*MAP1LC3C*MAP1LC3B2*MAP1LC3B*MAP1LC3A
NShigellosis,IKBKG*CHUK*IKBKB,activation$phosphorylation,NFKBIA*NFKBIB
NShigellosis,NFKBIA*NFKBIB,dissociation,RELA*NFKB1
NShigellosis,hsa:392288*MAP1LC3C*MAP1LC3B2*MAP1LC3B*MAP1LC3A,binding/association,SQSTM1
NShigellosis,RELA*NFKB1,expression,TNF
NShigellosis,hsa:392288*MAP1LC3C*MAP1LC3B2*MAP1LC3B*MAP1LC3A,binding/association,CALCOCO2
NShigellosis,RELA*NFKB1,expression,CXCL8
NShigellosis,SQSTM1,binding/association,RPS27A*UBA52*UBB*UBC
NShigellosis,RELA*NFKB1,expression,TIFA
NShigellosis,SQSTM1,binding/association,SEPTIN9*SEPTIN12*SEPTIN6*SEPTIN8*SEPTIN2*SEPTIN11*SEPTIN3*SEPTIN7
NShigellosis,UBE2NL*UBE2N*UBE2V1*UBE2V2,activation$ubiquitination,TRAF2*TRAF5
NShigellosis,CALCOCO2,binding/association,RPS27A*UBA52*UBB*UBC
NShigellosis,RNF31*RBCK1*SHARPIN,activation$ubiquitination,RIPK1
NShigellosis,CALCOCO2,binding/association,SEPTIN9*SEPTIN12*SEPTIN6*SEPTIN8*SEPTIN2*SEPTIN11*SEPTIN3*SEPTIN7
NShigellosis,TNIP1,inhibition,IKBKG
NShigellosis,C04549,binding/association,WIPI2*WIPI1
NShigellosis,FBXW11*BTRC*SKP1*CUL1*RBX1*UBE2D4*UBE2D1*UBE2D2*UBE2D3,activation$ubiquitination,NFKBIA*NFKBIB
NShigellosis,WIPI2*WIPI1,binding/association,TECPR1
NShigellosis,C00338,activation,CD14
NShigellosis,TECPR1,binding/association,ATG5
NShigellosis,C00165,activation,PRKCD*PRKCE*PRKCQ
NShigellosis,FNBP1*FNBP1L,inhibition$indirect,SQSTM1
NShigellosis,PRKCD*PRKCE*PRKCQ,activation$indirect,TRAF2
NShigellosis,FNBP1*FNBP1L,inhibition$indirect,CALCOCO2
NShigellosis,TRAF2,activation,RIPK1
NShigellosis,GLMN,inhibition,NLRP3
NShigellosis,RIPK1,activation,MAP3K7*TAB1*TAB2*TAB3
NShigellosis,GLMN,inhibition,NLRC4
NShigellosis,UBE2NL*UBE2N*UBE2V1*UBE2V2,activation,TRAF6
NShigellosis,NAIP,activation,NLRC4
NShigellosis,TRAF6,activation,MAP3K7*TAB1*TAB2*TAB3
NShigellosis,NAIP,activation,NLRC4
NShigellosis,C00165,activation$indirect,MALT1*BCL10
NShigellosis,NLRP3,activation,PYCARD*CASP1
NShigellosis,MALT1*BCL10,activation,TRAF6
NShigellosis,NLRC4,activation,PYCARD*CASP1
NShigellosis,C11472,activation$indirect,TIFA
NShigellosis,CASP1,activation,IL1B
NShigellosis,TIFA,activation,TRAF6
NShigellosis,CASP1,activation,IL18
NShigellosis,ITGB1*ITGA5,activation,SRC
NShigellosis,TRAF6,activation,MAP3K7*TAB1*TAB2*TAB3
NShigellosis,ITGB1*ITGA5,activation,PTK2
NShigellosis,ARHGEF2*NOD1,activation,RIPK2
NShigellosis,ITGB1*ITGA5,binding/association,ACTN4*ACTN1
NShigellosis,ITPR1*ITPR2*ITPR3,activation,C00076
NShigellosis,ITGB1*ITGA5,binding/association,ILK
NShigellosis,C00076,activation,CAST
NShigellosis,ITGB1*ITGA5,binding/association,TLN1*TLN2
NShigellosis,CAST,inhibition,CAPN1*CAPN2*CAPNS1
NShigellosis,SRC,binding/association,TLN1*TLN2
NShigellosis,CAPN1*CAPN2,inhibition$phosphorylation,TP53
NShigellosis,PTK2,binding/association,TLN1*TLN2
NShigellosis,C11557,activation,EGFR
NShigellosis,TLN1*TLN2,binding/association,VCL
NShigellosis,EGFR,activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
NShigellosis,SRC,activation$phosphorylation,CTTN*HCLS1
NShigellosis,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,activation,C05981
NShigellosis,PTK2,activation$phosphorylation,CTTN*HCLS1
NShigellosis,C05981,activation,AKT3*AKT1*AKT2
NShigellosis,SRC,activation$phosphorylation,CRK*CRKL*BCAR1
NShigellosis,AKT3*AKT1*AKT2,activation$phosphorylation,MDM2
NShigellosis,PTK2,activation$phosphorylation,CRK*CRKL*BCAR1
NShigellosis,AKT3*AKT1*AKT2,activation$phosphorylation$indirect,RPS6KB1*RPS6KB2
NShigellosis,SRC,activation$phosphorylation,PXN
NShigellosis,AKT3*AKT1*AKT2,inhibition$phosphorylation,FOXO6*FOXO1*FOXO3*FOXO4
NShigellosis,PTK2,activation$phosphorylation,PXN
NShigellosis,AKT3*AKT1*AKT2,inhibition$phosphorylation,GSK3A*GSK3B
NShigellosis,PXN,activation,CRK*CRKL*BCAR1
NShigellosis,MDM2,inhibition,TP53
NShigellosis,SRC,activation$indirect,RHOA
NShigellosis,ATM,activation,TP53
NShigellosis,PTK2,activation$indirect,RHOA
NShigellosis,TP53,expression,BCL2L1
NShigellosis,PXN,activation$indirect,CDC42
NShigellosis,TP53,expression,BCL2
NShigellosis,CTTN*HCLS1,activation,CRK*CRKL
NShigellosis,HK1*HK2*HK3*HKDC1*VDAC1,inhibition$indirect,BAX
NShigellosis,CTTN*HCLS1,activation,ARPC5*ARPC4*ARPC3*ARPC1B*ACTR3*ACTR2*ARPC2*ARPC1A*ACTR3B*ACTR3C*ARPC5L
NShigellosis,BAX,activation$indirect,CYCS
NShigellosis,ARPC5*ARPC4*ARPC3*ARPC1B*ACTR3*ACTR2*ARPC2*ARPC1A*ACTR3B*ACTR3C*ARPC5L,activation,ACTB*ACTG1
NShigellosis,BNIP3,activation,PPID
NShigellosis,WASF2*WASF1,activation,ARPC5*ARPC4*ARPC3*ARPC1B*ACTR3*ACTR2*ARPC2*ARPC1A*ACTR3B*ACTR3C*ARPC5L
NShigellosis,BCL2,inhibition,PPID
NShigellosis,RAC1,activation,WASF2*WASF1
NShigellosis,CASP4,activation$indirect,IL1B
NShigellosis,ELMO2*ELMO1*DOCK1,activation,RAC1
NShigellosis,CASP4,activation$indirect,IL18
NShigellosis,CRK*CRKL*BCAR1,activation,ELMO2*ELMO1
NShigellosis,RIPK2,expression$indirect,BCL2
NShigellosis,RHOA,activation,DIAPH1
NShigellosis,RHOA,activation,ROCK1*ROCK2
NShigellosis,ROCK1*ROCK2,activation$phosphorylation,MYL12B*MYL9*MYL12A*MYLPF*MYL2*MYL5*MYL7*MYL10
NShigellosis,DIAPH1,activation$indirect,ACTB*ACTG1
NShigellosis,MYL12B*MYL9*MYL12A*MYLPF*MYL2*MYL5*MYL7*MYL10,activation$indirect,ACTB*ACTG1
NShigellosis,ACTN4*ACTN1,activation,ACTB*ACTG1
NShigellosis,ILK,activation,ACTB*ACTG1
NShigellosis,TLN1*TLN2*VCL,activation,ACTB*ACTG1
NShigellosis,C05981,activation,CYTH4*CYTH3*CYTH2*CYTH1
NShigellosis,CYTH4*CYTH3*CYTH2*CYTH1,activation,ARF6
NShigellosis,ARF6,activation,ARF1
NShigellosis,ARF1,activation,WASF2*WASF1
NShigellosis,WASL,activation,ARPC5*ARPC4*ARPC3*ARPC1B*ACTR3*ACTR2*ARPC2*ARPC1A*ACTR3B*ACTR3C*ARPC5L
NShigellosis,ARPC5*ARPC4*ARPC3*ARPC1B*ACTR3*ACTR2*ARPC2*ARPC1A*ACTR3B*ACTR3C*ARPC5L,activation,ACTB*ACTG1
NShigellosis,CDC42,binding/association,WASL
NShigellosis,WASL,binding/association,VCL
NShigellosis,VCL,binding/association,PFN3*PFN4*PFN1*PFN2
NShigellosis,PLCD3*PLCB1*PLCE1*PLCB2*PLCB3*PLCB4*PLCD1*PLCG1*PLCG2*PLCD4*PLCZ1,activation,C01245
NShigellosis,C01245,activation,ITPR1*ITPR2*ITPR3
NSmall cell lung cancer,ZBTB17,expression,CDKN2B
NSmall cell lung cancer,TP53,missing interaction,CDKN1A
NSmall cell lung cancer,MYC*MAX,expression,CDK4*CDK6*CCND1
NSmall cell lung cancer,TP53,missing interaction,GADD45G*GADD45A*GADD45B
NSmall cell lung cancer,NFKB1*RELA,expression,CCND1
NSmall cell lung cancer,TP53,missing interaction,BAX
NSmall cell lung cancer,NFKB1*RELA,expression,BIRC2*BIRC3*XIAP*BIRC7
NSmall cell lung cancer,TP53,missing interaction,BAK1
NSmall cell lung cancer,NFKB1*RELA,expression,BCL2L1
NSmall cell lung cancer,TP53,missing interaction,DDB2
NSmall cell lung cancer,NFKB1*RELA,expression,TRAF1*TRAF2*TRAF3*TRAF5*TRAF6*TRAF4
NSmall cell lung cancer,TP53,missing interaction,POLK
NSmall cell lung cancer,NFKB1*RELA,expression,PTGS2
NSmall cell lung cancer,NFKB1*RELA,expression,NOS2
NSmall cell lung cancer,SKP2,inhibition,CDKN1B
NSmall cell lung cancer,CDKN1B,inhibition,CDK2*CCNE1*CCNE2
NSmall cell lung cancer,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,compound,AKT3*AKT1*AKT2
NSmall cell lung cancer,E2F1*E2F2*E2F3,dissociation,RB1
NSmall cell lung cancer,NFKBIA,dissociation,NFKB1*RELA
NSmall cell lung cancer,MYC*MAX,expression,CKS1B*CKS2
NSmall cell lung cancer,CDKN2B,inhibition,CDK4*CDK6*CCND1
NSmall cell lung cancer,CKS1B*CKS2,activation,SKP2
NSmall cell lung cancer,C00777*C15493,missing interaction,RARB*RXRA*RXRB*RXRG
NSmall cell lung cancer,LAMC3*COL4A1*COL4A2*COL4A3*COL4A4*COL4A5*COL4A6*LAMB4*FN1*LAMA1*LAMA2*LAMA3*LAMA4*LAMA5*LAMB1*LAMB2*LAMB3*LAMC1*LAMC2,activation,ITGB1*ITGA6*ITGA2*ITGA2B*ITGA3*ITGAV
NSmall cell lung cancer,CYCS,missing interaction,CASP9
NSmall cell lung cancer,ITGB1*ITGA6*ITGA2*ITGA2B*ITGA3*ITGAV,activation,PTK2
NSmall cell lung cancer,APAF1,missing interaction,CASP9
NSmall cell lung cancer,PTK2,activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
NSmall cell lung cancer,PTEN,missing interaction,C05981
NSmall cell lung cancer,AKT3*AKT1*AKT2,activation$phosphorylation,CHUK*IKBKB*IKBKG
NSmall cell lung cancer,MYC*MAX,inhibition,ZBTB17
NSmall cell lung cancer,CHUK*IKBKB*IKBKG,activation$phosphorylation,NFKBIA
NSmall cell lung cancer,BCL2,inhibition,BAX
NSmall cell lung cancer,CDK4*CDK6*CCND1,activation$phosphorylation,RB1
NSmall cell lung cancer,CASP9,missing interaction,CASP3
NSmall cell lung cancer,CDK2*CCNE1*CCNE2,activation$phosphorylation,RB1
NSpinocerebellar ataxia,PLCB1*PLCB2*PLCB3*PLCB4,activation,C00165
NSpinocerebellar ataxia,TBPL2*TBP*TBPL1,inhibition,RBPJL*RBPJ
NSpinocerebellar ataxia,TBPL2*TBP*TBPL1,inhibition,SP1
NSpinocerebellar ataxia,GNAQ,activation,PLCB1*PLCB2*PLCB3*PLCB4
NSpinocerebellar ataxia,TBPL2*TBP*TBPL1,inhibition,GTF2B
NSpinocerebellar ataxia,ATXN1L*ATXN1,inhibition,KAT5
NSpinocerebellar ataxia,TBPL2*TBP*TBPL1,inhibition,NFYA
NSpinocerebellar ataxia,GRM1,activation,GNAQ
NSpinocerebellar ataxia,SPTBN2,inhibition,GRM1
NSpinocerebellar ataxia,ATXN3*ATXN3L,missing interaction,BECN2*BECN1
NSpinocerebellar ataxia,C00025,activation,GRM1
NSpinocerebellar ataxia,PRKCA*PRKCB*PRKCG,inhibition,TRPC3
NSpinocerebellar ataxia,VLDLR,binding/association,DAB1
NSpinocerebellar ataxia,OMA1,activation,OPA1
NSpinocerebellar ataxia,KAT5*RORA,missing interaction,GRM1
NSpinocerebellar ataxia,ATG2A*ATG2B,binding/association,WIPI2*WIPI1
NSpinocerebellar ataxia,PDYN,activation,GRIN3A*GRIN3B*GRIN1*GRIN2A*GRIN2B*GRIN2C*GRIN2D
NSpinocerebellar ataxia,KAT5*RORA,missing interaction,SLC1A6
NSpinocerebellar ataxia,AMBRA1,activation$phosphorylation,BECN2*BECN1
NSpinocerebellar ataxia,ATXN2L*ATXN3*ATXN2*ATXN3L,activation,ITPR1*ITPR2*ITPR3
NSpinocerebellar ataxia,KAT5*RORA,missing interaction,TRPC3
NSpinocerebellar ataxia,PIK3C3,activation,C04549
NSpinocerebellar ataxia,C00025,activation,GRIA1*GRIA2*GRIA3
NSpinocerebellar ataxia,KAT5*RORA,missing interaction,ATP2A1*ATP2A2*ATP2A3
NSpinocerebellar ataxia,C04549,activation,WIPI2*WIPI1
NSpinocerebellar ataxia,C01245,activation,ITPR1*ITPR2*ITPR3
NSpinocerebellar ataxia,KAT5*RORA,missing interaction,ITPR1
NSpinocerebellar ataxia,C00025,activation,GRIA1*GRIA2*GRIA3
NSpinocerebellar ataxia,PLCB1*PLCB2*PLCB3*PLCB4,activation,C01245
NSpinocerebellar ataxia,TBPL2*TBP*TBPL1,missing interaction,MYOD1
NSpinocerebellar ataxia,C00076,activation,RYR1
NSpinocerebellar ataxia,C00165,activation,PRKCA*PRKCB*PRKCG
NSpinocerebellar ataxia,TBPL2*TBP*TBPL1,missing interaction,XBP1
NSpinocerebellar ataxia,MTOR,inhibition$phosphorylation,ULK1*ULK2
NSpinocerebellar ataxia,PLCB1*PLCB2*PLCB3*PLCB4,activation,C00165
NSpinocerebellar ataxia,PUM2*PUM1,missing interaction,ATXN1L*ATXN1
NSpinocerebellar ataxia,C00076,activation,RYR1
NSpinocerebellar ataxia,GNAQ,activation,PLCB1*PLCB2*PLCB3*PLCB4
NSpinocerebellar ataxia,PRKCA*PRKCB*PRKCG,missing interaction,TRPC3
NSpinocerebellar ataxia,ATXN3*ATXN3L,inhibition$indirect effect,PSMA8*PSMA1*PSMA2*PSMA3*PSMA4*PSMA5*PSMA6*PSMA7*PSMB1*PSMB2*PSMB3*PSMB4*PSMB5*PSMB6*PSMB7*PSMD14*ADRM1*PSMC1*PSMC2*PSMC3*PSMC4*PSMC5*PSMC6*PSMD1*PSMD2*PSMD3*PSMD4*PSMD7*PSMD8*PSMD9*PSMD11*PSMD12*PSMD13*SEM1*PSMD6
NSpinocerebellar ataxia,GRM1,activation,GNAQ
NSpinocerebellar ataxia,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,activation,AKT3*AKT1*AKT2
NSpinocerebellar ataxia,DAB1,activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
NSpinocerebellar ataxia,RELN,activation,VLDLR
NSpinocerebellar ataxia,MAP3K5,activation,MAPK8*MAPK9*MAPK10
NSpinocerebellar ataxia,TRAF2*ERN1,activation,MAP3K5
NSpinocerebellar ataxia,C01245,activation,ITPR1*ITPR2*ITPR3
NSpinocerebellar ataxia,C00025,activation,GRM1
NSpinocerebellar ataxia,PLCB1*PLCB2*PLCB3*PLCB4,activation,C01245
NSpinocerebellar ataxia,C00165,activation,PRKCA*PRKCB*PRKCG
NT cell receptor signaling pathway,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3,compound,AKT3*AKT1*AKT2
NT cell receptor signaling pathway,SOS1*SOS2,activation,RASGRP1
NT cell receptor signaling pathway,RASGRP1,activation,HRAS*KRAS*NRAS
NT cell receptor signaling pathway,IKBKB,activation$phosphorylation,NFKBIA*NFKBIB*NFKBIE
NT cell receptor signaling pathway,GRB2,activation,SOS1*SOS2
NT cell receptor signaling pathway,PDPK1,activation$phosphorylation,AKT3*AKT1*AKT2
NT cell receptor signaling pathway,VAV3*VAV1*VAV2,activation,RHOA*CDC42
NT cell receptor signaling pathway,DLG1,binding/association,MAPK14*MAPK11*MAPK13*MAPK12
NT cell receptor signaling pathway,NFKBIA*NFKBIB*NFKBIE,dissociation,NFKB1*RELA
NT cell receptor signaling pathway,LCK,activation$phosphorylation,ZAP70
NT cell receptor signaling pathway,CD28,activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
NT cell receptor signaling pathway,MAPK1*MAPK3,activation$phosphorylation,FOS*JUN
NT cell receptor signaling pathway,PLCG1,compound,PRKCQ
NT cell receptor signaling pathway,NFATC1*NFATC2*NFATC3,expression,IL2
NT cell receptor signaling pathway,PLCG1,compound,RASGRP1
NT cell receptor signaling pathway,NFATC1*NFATC2*NFATC3,expression,IL4
NT cell receptor signaling pathway,NFATC1*NFATC2*NFATC3,expression,IL5
NT cell receptor signaling pathway,PLCG1,activation,C01245
NT cell receptor signaling pathway,NFATC1*NFATC2*NFATC3,expression,IL10
NT cell receptor signaling pathway,C00076,activation,PPP3CA*PPP3CB*PPP3CC*PPP3R1*PPP3R2
NT cell receptor signaling pathway,NFATC1*NFATC2*NFATC3,expression,IFNG
NT cell receptor signaling pathway,HRAS*KRAS*NRAS,indirect effect,FOS*JUN
NT cell receptor signaling pathway,NFATC1*NFATC2*NFATC3,expression,CSF2
NT cell receptor signaling pathway,RAF1,activation$phosphorylation,MAP2K1*MAP2K2
NT cell receptor signaling pathway,NFATC1*NFATC2*NFATC3,expression,TNF
NT cell receptor signaling pathway,MAP2K1*MAP2K2,activation$phosphorylation,MAPK1*MAPK3
NT cell receptor signaling pathway,NFATC1*NFATC2*NFATC3,expression,CDK4
NT cell receptor signaling pathway,HRAS*KRAS*NRAS,activation,RAF1
NT cell receptor signaling pathway,FOS*JUN,expression,IL2
NT cell receptor signaling pathway,PRKCQ,activation,MAP3K7
NT cell receptor signaling pathway,FOS*JUN,expression,IL4
NT cell receptor signaling pathway,MAP2K7,activation$phosphorylation,MAP3K7
NT cell receptor signaling pathway,FOS*JUN,expression,IL5
NT cell receptor signaling pathway,MAP2K7,activation$phosphorylation,MAPK8*MAPK9*MAPK10
NT cell receptor signaling pathway,FOS*JUN,expression,IL10
NT cell receptor signaling pathway,PTPN6*PTPN11,binding/association,PDCD1
NT cell receptor signaling pathway,MAPK8*MAPK9*MAPK10,activation$phosphorylation,FOS*JUN
NT cell receptor signaling pathway,FOS*JUN,expression,IFNG
NT cell receptor signaling pathway,ZAP70,binding/association,DLG1
NT cell receptor signaling pathway,FOS*JUN,expression,CSF2
NT cell receptor signaling pathway,ZAP70,activation$phosphorylation,MAPK14*MAPK11*MAPK13*MAPK12
NT cell receptor signaling pathway,FOS*JUN,expression,TNF
NT cell receptor signaling pathway,AKT3*AKT1*AKT2,inhibition$phosphorylation,GSK3B
NT cell receptor signaling pathway,FOS*JUN,expression,CDK4
NT cell receptor signaling pathway,PTPN6*PTPN11,binding/association,CTLA4
NT cell receptor signaling pathway,GSK3B,inhibition$phosphorylation,NFATC1*NFATC2*NFATC3
NT cell receptor signaling pathway,NFKB1*RELA,expression,IL2
NT cell receptor signaling pathway,NCK1*NCK2,binding/association,LCP2
NT cell receptor signaling pathway,MAPK14*MAPK11*MAPK13*MAPK12,activation$indirect effect,NFATC1*NFATC2*NFATC3
NT cell receptor signaling pathway,NFKB1*RELA,expression,IL4
NT cell receptor signaling pathway,VAV3*VAV1*VAV2,binding/association,LCP2
NT cell receptor signaling pathway,BCL10,binding/association,MAP3K7
NT cell receptor signaling pathway,NFKB1*RELA,expression,IL5
NT cell receptor signaling pathway,ITK*TEC,binding/association,LCP2
NT cell receptor signaling pathway,MAP3K7,activation$phosphorylation,IKBKB
NT cell receptor signaling pathway,NFKB1*RELA,expression,IL10
NT cell receptor signaling pathway,PLCG1,binding/association,LCP2
NT cell receptor signaling pathway,MALT1*CARD11*BCL10,activation$ubiquitination,IKBKG
NT cell receptor signaling pathway,NFKB1*RELA,expression,IFNG
NT cell receptor signaling pathway,GRAP2,binding/association,LCP2
NT cell receptor signaling pathway,PRKCQ,activation$phosphorylation,CARD11
NT cell receptor signaling pathway,NFKB1*RELA,expression,CSF2
NT cell receptor signaling pathway,LAT,binding/association,GRAP2
NT cell receptor signaling pathway,PTPRC,activation$dephosphorylation,LCK
NT cell receptor signaling pathway,NFKB1*RELA,expression,TNF
NT cell receptor signaling pathway,PLCG1,binding/association,LAT
NT cell receptor signaling pathway,PTPRC,activation$dephosphorylation,FYN
NT cell receptor signaling pathway,NFKB1*RELA,expression,CDK4
NT cell receptor signaling pathway,GRB2,binding/association,LAT
NT cell receptor signaling pathway,CD3E,phosphorylation$binding/association,FYN
NT cell receptor signaling pathway,PPP2R3B*PPP2R3C*PPP2CA*PPP2CB*PPP2R1A*PPP2R1B*PPP2R2A*PPP2R2B*PPP2R2C*PPP2R3A*PPP2R5A*PPP2R5B*PPP2R5C*PPP2R5D*PPP2R5E*PPP2R2D,inhibition$dephosphorylation,AKT3*AKT1*AKT2
NT cell receptor signaling pathway,CD4*CD8A*CD8B*CD8B2,binding/association,LCK
NT cell receptor signaling pathway,CD247,phosphorylation$binding/association,FYN
NT cell receptor signaling pathway,PDCD1,activation,PPP2R3B*PPP2R3C*PPP2CA*PPP2CB*PPP2R1A*PPP2R1B*PPP2R2A*PPP2R2B*PPP2R2C*PPP2R3A*PPP2R5A*PPP2R5B*PPP2R5C*PPP2R5D*PPP2R5E*PPP2R2D
NT cell receptor signaling pathway,ZAP70,binding/association,CD247
NT cell receptor signaling pathway,FYN,activation$phosphorylation,LCK
NT cell receptor signaling pathway,PTPN6*PTPN11,inhibition$dephosphorylation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
NT cell receptor signaling pathway,PTPN6*PTPN11,inhibition$dephosphorylation,ZAP70
NT cell receptor signaling pathway,FYN,activation$phosphorylation,ZAP70
NT cell receptor signaling pathway,PTPN6*PTPN11,inhibition$dephosphorylation,CD247
NT cell receptor signaling pathway,ZAP70,activation$phosphorylation,LAT
NT cell receptor signaling pathway,CBLB,ubiquitination$inhibition,LCK
NT cell receptor signaling pathway,ZAP70,activation$phosphorylation,LCP2
NT cell receptor signaling pathway,CBLB,ubiquitination$inhibition,FYN
NT cell receptor signaling pathway,NCK1*NCK2,activation$phosphorylation,PAK4*BUB1B-PAK6*PAK1*PAK2*PAK3*PAK6*PAK5
NT cell receptor signaling pathway,CBLB,inhibition$ubiquitination,ZAP70
NT cell receptor signaling pathway,ITK*TEC,activation$phosphorylation,VAV3*VAV1*VAV2
NT cell receptor signaling pathway,ICOS,activation,CD40LG
NT cell receptor signaling pathway,ITK*TEC,activation$phosphorylation,PLCG1
NT cell receptor signaling pathway,ICOS,activation,P3R3URF-PIK3R3*PIK3CA*PIK3CB*PIK3CD*PIK3R1*PIK3R2*PIK3R3
NT cell receptor signaling pathway,PPP3CA*PPP3CB*PPP3CC*PPP3R1*PPP3R2,activation$dephosphorylation,NFATC1*NFATC2*NFATC3
NT cell receptor signaling pathway,CD28,activation,GRB2
NT cell receptor signaling pathway,AKT3*AKT1*AKT2,activation$phosphorylation,MAP3K8
NT cell receptor signaling pathway,MAP3K8,activation$phosphorylation,MAP3K14
NT cell receptor signaling pathway,MAP3K14,activation$phosphorylation,IKBKB*CHUK*IKBKG
NTGF-beta signaling pathway,CUL1*SKP1*RBX1,inhibition,SMAD2*SMAD3
NTGF-beta signaling pathway,PPP2CA*PPP2CB*PPP2R1A*PPP2R1B,activation$dephosphorylation,RPS6KB1*RPS6KB2
NTGF-beta signaling pathway,BMPR1A*BMPR1B*ACVR1,activation$phosphorylation,SMAD1*SMAD5*SMAD9
NTGF-beta signaling pathway,MYC,inhibition,CDKN2B
NTGF-beta signaling pathway,IGSF1,inhibition,ACVR1*ACVR1B
NTGF-beta signaling pathway,TGFBR2,activation,PPP2CA*PPP2CB*PPP2R1A*PPP2R1B
NTGF-beta signaling pathway,BMPR1A*BMPR1B*ACVR1,activation$phosphorylation,SMAD1*SMAD5*SMAD9
